mean_vehicle_count,max_vehicle_count,vehicle_count_std,entry_count,exit_count,flow_imbalance,avg_density,max_density,mean_displacement,stop_ratio,slow_vehicle_fraction,avg_wait_time,max_wait_time,entry_to_exit_time_mean,entry_to_exit_time_std,bus_ratio,truck_ratio,two_wheeler_ratio,camera_id,video_file,minute,time_segment_id,clean_filename,Camera
0.175,2,0.4012999709278168,2,0,2,2.9166666666666666e-06,5e-05,5.126468027532774,0.5454545454545454,0.5454545454545454,3.5,6.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-15-45.mp4,0,15,normanniles1_2025-10-20-06-15-45.mp4,Norman Niles #1
0.1166666666666666,1,0.3210226714043037,0,0,0,0.0,0.0,0.1428571428571428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-16-45.mp4,0,16,normanniles1_2025-10-20-06-16-45.mp4,Norman Niles #1
0.1083333333333333,1,0.3108009366495252,0,0,0,0.0,0.0,0.2438723973123639,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-17-45.mp4,0,17,normanniles1_2025-10-20-06-17-45.mp4,Norman Niles #1
0.1916666666666666,2,0.4142429507212189,0,2,-2,0.0,0.0,0.5363353804321637,0.9090909090909092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-18-45.mp4,0,18,normanniles1_2025-10-20-06-18-45.mp4,Norman Niles #1
0.0666666666666666,1,0.2494438257849294,0,0,0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-19-45.mp4,0,19,normanniles1_2025-10-20-06-19-45.mp4,Norman Niles #1
0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-20-45.mp4,0,20,normanniles1_2025-10-20-06-20-45.mp4,Norman Niles #1
0.15,1,0.3570714214271425,0,0,0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-21-45.mp4,0,21,normanniles1_2025-10-20-06-21-45.mp4,Norman Niles #1
0.225,1,0.4175823272122517,0,0,0,0.0,0.0,0.2845177968644246,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-22-45.mp4,0,22,normanniles1_2025-10-20-06-22-45.mp4,Norman Niles #1
0.1166666666666666,1,0.3210226714043037,0,0,0,0.0,0.0,0.3678511301977579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-23-45.mp4,0,23,normanniles1_2025-10-20-06-23-45.mp4,Norman Niles #1
0.1166666666666666,1,0.3210226714043037,1,0,1,8.333333333333333e-07,5e-05,0.8496976092671314,0.8,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-24-45.mp4,0,24,normanniles1_2025-10-20-06-24-45.mp4,Norman Niles #1
0.175,1,0.3799671038392666,0,1,-1,0.0,0.0,0.2290790557990391,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-25-45.mp4,0,25,normanniles1_2025-10-20-06-25-45.mp4,Norman Niles #1
0.025,1,0.1561249499599599,1,0,1,4.1666666666666667e-07,5e-05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-26-45.mp4,0,26,normanniles1_2025-10-20-06-26-45.mp4,Norman Niles #1
0.0916666666666666,1,0.2885548282196797,0,0,0,0.0,0.0,0.5414213562373095,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-27-45.mp4,0,27,normanniles1_2025-10-20-06-27-45.mp4,Norman Niles #1
0.075,1,0.2633913438213184,0,0,0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-28-45.mp4,0,28,normanniles1_2025-10-20-06-28-45.mp4,Norman Niles #1
0.1333333333333333,1,0.339934634239519,0,0,0,0.0,0.0,0.3618033988749894,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-29-45.mp4,0,29,normanniles1_2025-10-20-06-29-45.mp4,Norman Niles #1
0.125,1,0.3307189138830738,0,0,0,0.0,0.0,0.423606797749979,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-30-45.mp4,0,30,normanniles1_2025-10-20-06-30-45.mp4,Norman Niles #1
0.0416666666666666,1,0.1998263134713633,0,0,0,0.0,0.0,0.7071067811865476,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-31-45.mp4,0,31,normanniles1_2025-10-20-06-31-45.mp4,Norman Niles #1
0.1083333333333333,1,0.3108009366495253,0,0,0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-32-45.mp4,0,32,normanniles1_2025-10-20-06-32-45.mp4,Norman Niles #1
0.0916666666666666,1,0.2885548282196797,0,1,-1,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-33-45.mp4,0,33,normanniles1_2025-10-20-06-33-45.mp4,Norman Niles #1
0.3333333333333333,2,0.5527707983925666,1,1,0,5.416666666666667e-06,5e-05,5.080042037674629,0.48,0.52,13.0,13.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-34-45.mp4,0,34,normanniles1_2025-10-20-06-34-45.mp4,Norman Niles #1
0.225,1,0.4175823272122517,1,0,1,8.333333333333333e-07,5e-05,0.339554889413315,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-35-45.mp4,0,35,normanniles1_2025-10-20-06-35-45.mp4,Norman Niles #1
0.0666666666666666,1,0.2494438257849294,0,0,0,0.0,0.0,0.2357022603955158,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-36-45.mp4,0,36,normanniles1_2025-10-20-06-36-45.mp4,Norman Niles #1
0.125,1,0.3307189138830738,0,2,-2,0.0,0.0,0.5828427124746189,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-37-45.mp4,0,37,normanniles1_2025-10-20-06-37-45.mp4,Norman Niles #1
0.0916666666666666,1,0.2885548282196797,0,0,0,0.0,0.0,0.3793570624858994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-38-45.mp4,0,38,normanniles1_2025-10-20-06-38-45.mp4,Norman Niles #1
0.2333333333333333,1,0.4229525846816507,0,0,0,0.0,0.0,0.4021498367415327,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-39-45.mp4,0,39,normanniles1_2025-10-20-06-39-45.mp4,Norman Niles #1
0.0833333333333333,1,0.2763853991962833,0,0,0,0.0,0.0,0.3017766952966368,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-40-45.mp4,0,40,normanniles1_2025-10-20-06-40-45.mp4,Norman Niles #1
0.3416666666666667,1,0.4742684425044065,0,0,0,0.0,0.0,0.3748400149373757,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-41-45.mp4,0,41,normanniles1_2025-10-20-06-41-45.mp4,Norman Niles #1
0.1833333333333333,1,0.3869395588747966,0,1,-1,0.0,0.0,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-42-45.mp4,0,42,normanniles1_2025-10-20-06-42-45.mp4,Norman Niles #1
0.2416666666666666,1,0.428093317968044,0,0,0,0.0,0.0,0.3804737854124365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-43-45.mp4,0,43,normanniles1_2025-10-20-06-43-45.mp4,Norman Niles #1
0.225,1,0.4175823272122516,0,0,0,0.0,0.0,0.2471404520791031,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-44-45.mp4,0,44,normanniles1_2025-10-20-06-44-45.mp4,Norman Niles #1
0.2666666666666666,2,0.4606758320361751,0,2,-2,0.0,0.0,20.758896614189357,0.4375,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-45-45.mp4,0,45,normanniles1_2025-10-20-06-45-45.mp4,Norman Niles #1
0.2083333333333333,2,0.4261422558515198,0,0,0,0.0,0.0,0.4875100549954602,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-46-45.mp4,0,46,normanniles1_2025-10-20-06-46-45.mp4,Norman Niles #1
0.2416666666666666,1,0.428093317968044,0,0,0,0.0,0.0,0.1714243271984173,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-47-45.mp4,0,47,normanniles1_2025-10-20-06-47-45.mp4,Norman Niles #1
0.3166666666666666,1,0.4651761912317621,0,0,0,0.0,0.0,0.3224854363402425,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-48-45.mp4,0,48,normanniles1_2025-10-20-06-48-45.mp4,Norman Niles #1
0.2583333333333333,1,0.4377181995556299,0,0,0,0.0,0.0,0.325,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-49-45.mp4,0,49,normanniles1_2025-10-20-06-49-45.mp4,Norman Niles #1
0.0666666666666666,1,0.2494438257849294,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-50-45.mp4,0,50,normanniles1_2025-10-20-06-50-45.mp4,Norman Niles #1
0.1666666666666666,2,0.4533823502911814,0,0,0,0.0,0.0,0.366567959192999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-51-45.mp4,0,51,normanniles1_2025-10-20-06-51-45.mp4,Norman Niles #1
0.2666666666666666,2,0.5587684871413402,1,0,1,2.916666666666667e-06,5e-05,2.6762350126014933,0.6,0.8,7.0,7.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-52-45.mp4,0,52,normanniles1_2025-10-20-06-52-45.mp4,Norman Niles #1
0.0833333333333333,1,0.2763853991962833,0,0,0,0.0,0.0,0.5464486814194918,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-53-45.mp4,0,53,normanniles1_2025-10-20-06-53-45.mp4,Norman Niles #1
0.275,1,0.4465142774872938,1,0,1,2.083333333333333e-06,5e-05,1.4392365467596746,0.8,0.85,5.0,5.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-54-45.mp4,0,54,normanniles1_2025-10-20-06-54-45.mp4,Norman Niles #1
0.05,1,0.2179449471770336,0,0,0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-55-45.mp4,0,55,normanniles1_2025-10-20-06-55-45.mp4,Norman Niles #1
0.1166666666666666,1,0.3210226714043037,0,0,0,0.0,0.0,0.3238015069303439,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-56-45.mp4,0,56,normanniles1_2025-10-20-06-56-45.mp4,Norman Niles #1
0.2583333333333333,2,0.4563593856697689,0,0,0,0.0,0.0,0.4136616206542935,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-57-45.mp4,0,57,normanniles1_2025-10-20-06-57-45.mp4,Norman Niles #1
0.275,1,0.4465142774872938,0,1,-1,0.0,0.0,0.3806019374818707,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-58-45.mp4,0,58,normanniles1_2025-10-20-06-58-45.mp4,Norman Niles #1
0.0083333333333333,1,0.0909059342886309,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-06-59-45.mp4,0,59,normanniles1_2025-10-20-06-59-45.mp4,Norman Niles #1
0.0583333333333333,1,0.2343726851737539,1,0,1,4.1666666666666667e-07,5e-05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-00-45.mp4,0,60,normanniles1_2025-10-20-07-00-45.mp4,Norman Niles #1
0.2166666666666666,1,0.4119735698102758,0,0,0,0.0,0.0,0.4688165034081993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-01-45.mp4,0,61,normanniles1_2025-10-20-07-01-45.mp4,Norman Niles #1
0.1166666666666666,1,0.3210226714043037,0,0,0,0.0,0.0,0.3678511301977579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-02-45.mp4,0,62,normanniles1_2025-10-20-07-02-45.mp4,Norman Niles #1
0.15,1,0.3570714214271425,1,0,1,1.25e-06,5e-05,1.9446169154675597,0.8,0.8,3.0,3.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-03-45.mp4,0,63,normanniles1_2025-10-20-07-03-45.mp4,Norman Niles #1
0.2166666666666666,1,0.4119735698102758,2,0,2,8.333333333333333e-07,5e-05,0.3934933749769263,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-04-45.mp4,0,64,normanniles1_2025-10-20-07-04-45.mp4,Norman Niles #1
0.125,1,0.3307189138830738,0,0,0,0.0,0.0,0.4828427124746189,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-05-45.mp4,0,65,normanniles1_2025-10-20-07-05-45.mp4,Norman Niles #1
0.2583333333333333,1,0.4377181995556299,0,0,0,0.0,0.0,0.3138071187457699,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-06-45.mp4,0,66,normanniles1_2025-10-20-07-06-45.mp4,Norman Niles #1
0.175,1,0.3799671038392666,0,0,0,0.0,0.0,0.3414213562373095,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-07-45.mp4,0,67,normanniles1_2025-10-20-07-07-45.mp4,Norman Niles #1
0.125,1,0.3307189138830738,0,0,0,0.0,0.0,0.434912618041455,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-08-45.mp4,0,68,normanniles1_2025-10-20-07-08-45.mp4,Norman Niles #1
0.0916666666666666,1,0.2885548282196797,0,1,-1,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-09-45.mp4,0,69,normanniles1_2025-10-20-07-09-45.mp4,Norman Niles #1
0.325,2,0.5501893613414688,1,1,0,8.333333333333333e-07,5e-05,33.731904874891114,0.4615384615384615,0.4615384615384615,2.0,2.0,0.0,0.0,1.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-10-45.mp4,0,70,normanniles1_2025-10-20-07-10-45.mp4,Norman Niles #1
0.1083333333333333,1,0.3108009366495252,1,0,1,4.1666666666666667e-07,5e-05,0.1666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-11-45.mp4,0,71,normanniles1_2025-10-20-07-11-45.mp4,Norman Niles #1
0.075,2,0.293328598446634,1,1,0,4.1666666666666667e-07,5e-05,74.83011869570399,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,camera_1,normanniles1_2025-10-20-07-12-45.mp4,0,72,normanniles1_2025-10-20-07-12-45.mp4,Norman Niles #1
0.0833333333333333,1,0.2763853991962833,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-13-45.mp4,0,73,normanniles1_2025-10-20-07-13-45.mp4,Norman Niles #1
0.4,3,0.597215762238964,1,0,1,8.333333333333334e-06,5e-05,4.710553215109103,0.6206896551724138,0.6896551724137931,20.0,20.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-14-45.mp4,0,74,normanniles1_2025-10-20-07-14-45.mp4,Norman Niles #1
0.1416666666666666,1,0.3487079325484613,0,0,0,0.0,0.0,0.2011844635310912,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-15-45.mp4,0,75,normanniles1_2025-10-20-07-15-45.mp4,Norman Niles #1
0.1666666666666666,1,0.3726779962499649,0,0,0,0.0,0.0,0.5295582518124039,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-16-45.mp4,0,76,normanniles1_2025-10-20-07-16-45.mp4,Norman Niles #1
0.05,1,0.2179449471770336,0,0,0,0.0,0.0,0.6083802566454808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-17-45.mp4,0,77,normanniles1_2025-10-20-07-17-45.mp4,Norman Niles #1
0.1666666666666666,1,0.3726779962499649,0,0,0,0.0,0.0,0.0555555555555555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-18-45.mp4,0,78,normanniles1_2025-10-20-07-18-45.mp4,Norman Niles #1
0.1,1,0.3,1,0,1,1.25e-06,5e-05,2.557723532236696,0.7142857142857143,0.7142857142857143,3.0,3.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-19-45.mp4,0,79,normanniles1_2025-10-20-07-19-45.mp4,Norman Niles #1
0.1333333333333333,1,0.339934634239519,0,0,0,0.0,0.0,0.3824642528351407,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-20-45.mp4,0,80,normanniles1_2025-10-20-07-20-45.mp4,Norman Niles #1
0.2,2,0.4932882862316247,0,0,0,0.0,0.0,13.648772983958382,0.4615384615384615,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-21-45.mp4,0,81,normanniles1_2025-10-20-07-21-45.mp4,Norman Niles #1
0.15,2,0.3796928583298172,1,0,1,1.25e-06,5e-05,1.1455594827522204,0.8,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-22-45.mp4,0,82,normanniles1_2025-10-20-07-22-45.mp4,Norman Niles #1
0.25,2,0.4518480570575319,2,0,2,3.75e-06,5e-05,5.361566176366791,0.5333333333333333,0.6,4.5,7.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-23-45.mp4,0,83,normanniles1_2025-10-20-07-23-45.mp4,Norman Niles #1
0.0583333333333333,1,0.2343726851737539,0,0,0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-24-45.mp4,0,84,normanniles1_2025-10-20-07-24-45.mp4,Norman Niles #1
0.2333333333333333,1,0.4229525846816507,0,0,0,0.0,0.0,0.34375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-25-45.mp4,0,85,normanniles1_2025-10-20-07-25-45.mp4,Norman Niles #1
0.225,1,0.4175823272122517,1,0,1,4.1666666666666667e-07,5e-05,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-26-45.mp4,0,86,normanniles1_2025-10-20-07-26-45.mp4,Norman Niles #1
0.0916666666666666,1,0.2885548282196797,0,1,-1,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-27-45.mp4,0,87,normanniles1_2025-10-20-07-27-45.mp4,Norman Niles #1
0.0916666666666666,1,0.2885548282196797,0,0,0,0.0,0.0,0.3867295401695068,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-28-45.mp4,0,88,normanniles1_2025-10-20-07-28-45.mp4,Norman Niles #1
0.1333333333333333,1,0.339934634239519,1,0,1,4.1666666666666667e-07,5e-05,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-29-45.mp4,0,89,normanniles1_2025-10-20-07-29-45.mp4,Norman Niles #1
0.15,1,0.3570714214271425,2,0,2,8.333333333333333e-07,5e-05,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-30-45.mp4,0,90,normanniles1_2025-10-20-07-30-45.mp4,Norman Niles #1
0.175,1,0.3799671038392666,0,1,-1,0.0,0.0,1.5400187055852252,0.7857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-31-45.mp4,0,91,normanniles1_2025-10-20-07-31-45.mp4,Norman Niles #1
0.2,1,0.4,0,0,0,0.0,0.0,0.4265712981210277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-32-45.mp4,0,92,normanniles1_2025-10-20-07-32-45.mp4,Norman Niles #1
0.075,1,0.2633913438213184,0,0,0,0.0,0.0,0.3017766952966368,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-33-45.mp4,0,93,normanniles1_2025-10-20-07-33-45.mp4,Norman Niles #1
0.175,2,0.4012999709278168,1,2,-1,2.5e-06,5e-05,8.437556671722046,0.5384615384615384,0.6153846153846154,6.0,6.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-34-45.mp4,0,94,normanniles1_2025-10-20-07-34-45.mp4,Norman Niles #1
0.1916666666666666,1,0.3936121892873181,0,0,0,0.0,0.0,0.7759606865366568,0.9333333333333332,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,camera_1,normanniles1_2025-10-20-07-35-45.mp4,0,95,normanniles1_2025-10-20-07-35-45.mp4,Norman Niles #1
